id	ann	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7
C:118	tRNA.bed:chr19.tRNA13-ValCAC,;rmsk.bed:tRNA,;ensGene.bed:ENST00000598041,;	1731	9588	14615	2557	9880	14757	3721	19884	17051	13092	11326	5434	21890	12849	935	9808	9969	2104	8127	12749	3328	17455	6799	2167	8778	4493	10398	20531
C:119	pirna2.bed:1,;rmsk.bed:LINE,;ensGene.bed:ENST00000419035,;	1378	756	1376	1939	409	2446	1045	417	455	495	541	1065	990	1014	1175	290	710	1825	473	2317	1736	51	599	962	1000	1005	1140	654
C:120	tRNA.bed:chr11.tRNA16-ValTAC,;rmsk.bed:tRNA,;	428	515	1102	449	507	1578	787	1021	708	462	418	949	1807	514	191	419	576	267	288	866	560	201	346	225	606	365	798	1010
C:121	tRNA.bed:chr6.tRNA157-ValCAC,;rmsk.bed:tRNA,;	128	763	15	0	0	13	0	0	21	15	10	0	13	11	26	147	109	29	58	125	747	148	57	55	71	48	160	2404
C:122	rmsk.bed:LINE,;	37	159	239	46	112	128	56	138	233	182	162	63	306	133	37	150	191	37	84	185	82	436	249	81	120	119	239	274
C:123	tRNA.bed:chr10.tRNA6-ValTAC,;rmsk.bed:tRNA,;	50	13	58	34	39	128	48	44	42	23	0	62	117	48	15	20	40	20	28	61	49	11	26	0	24	10	44	56
C:125	miRNA.bed:Name=hsa-miR-2682-3p,;ensGene.bed:ENST00000424528,;refGene.bed:NR_046105,;	677	58	386	754	190	245	346	133	36	264	349	228	540	373	508	60	247	607	109	238	431	94	464	194	254	310	287	272
C:126	miRNA.bed:Name=hsa-miR-137,;ensGene.bed:ENST00000424528,;refGene.bed:NR_046105,;	7601	1003	5287	6275	2543	3895	5138	2998	607	3075	5945	3024	5282	6463	4778	839	2829	4111	1532	2753	3253	352	3251	2310	4696	3739	2499	2723
C:127	ensGene.bed:ENST00000478002,;refGene.bed:NM_014949,;wgRNA.bed:HAcaBox,;	256	92	149	126	153	79	114	237	220	385	132	28	108	154	333	38	183	189	101	95	168	96	505	505	147	237	211	117
C:128	tRNA.bed:chr1.tRNA75-AspGTC,;rmsk.bed:tRNA,;	14965	13811	10385	13537	14671	22213	26903	19441	10909	9874	8148	18430	25839	12485	9886	9641	8576	10955	7830	14048	21011	6954	5879	10591	11889	12391	20156	13915
C:129	tRNA.bed:chr12.tRNA5-AspGTC,;rmsk.bed:tRNA,;ensGene.bed:ENST00000501499,;refGene.bed:NR_038383,;	152	726	338	151	626	703	790	1079	523	380	328	721	1467	235	840	1042	781	490	486	847	1189	1168	328	953	668	631	1208	989
C:130	miRNA.bed:Name=hsa-mir-199a-1,;ensGene.bed:ENST00000408974,;refGene.bed:NM_001005360,;	1906	538	1969	1962	1013	847	1462	375	1299	1652	2334	1680	808	1966	1539	472	1103	1226	502	682	978	427	1185	2872	1087	556	1050	1055
C:131	ensGene.bed:ENST00000449589,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	16261	8675	11760	14668	11599	7417	11031	4720	8490	17477	13781	6928	11120	15901	4713	2661	3352	2656	1620	1732	2208	2471	2101	2751	1721	1752	2451	2271
C:132	ensGene.bed:ENST00000449589,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	2193	1310	1029	1795	1276	1069	1839	643	866	1921	1691	587	1039	1271	1729	822	1298	1034	581	570	1056	245	977	1102	515	658	717	558
C:133	ensGene.bed:ENST00000442067,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	728	252	499	431	389	249	388	50	223	565	650	122	444	642	987	458	811	560	334	329	375	53	595	459	335	354	455	367
C:134	ensGene.bed:ENST00000455838,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	2091	1625	1614	2058	1051	748	1626	238	641	920	1015	719	1126	754	1427	816	1174	1703	803	738	1540	355	434	251	1060	628	1251	749
C:135	ensGene.bed:ENST00000455838,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	6252	1830	2916	3457	2447	1750	2590	1490	1343	4099	4030	1401	2997	4296	15503	4468	11153	5619	3078	4138	5310	3368	6553	7370	4139	3268	5591	4817
C:136	ensGene.bed:ENST00000455838,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	690	388	417	740	349	364	584	70	182	377	564	345	640	295	497	419	311	551	222	277	501	23	61	97	291	186	379	272
C:137	ensGene.bed:ENST00000455838,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	75	44	22	132	15	131	76	37	34	0	54	78	95	45	256	242	232	234	119	189	158	91	179	181	198	127	181	178
C:138	ensGene.bed:ENST00000455838,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	1071	128	275	269	295	105	190	88	57	425	326	35	211	575	937	67	419	39	11	12	33	187	56	306	0	74	30	24
C:139	ensGene.bed:ENST00000455838,;refGene.bed:NR_002578,;wgRNA.bed:CDBox,;	3436	1141	2169	3139	1334	977	1644	638	1104	2683	2088	1137	1614	2184	2479	1251	1610	2349	877	821	1509	439	1664	1129	1316	1054	1491	1173
C:140	ensGene.bed:ENST00000308769,;refGene.bed:NM_001001740,;wgRNA.bed:HAcaBox,;	1447	224	1145	1075	556	560	943	528	256	840	1046	378	1015	1156	1025	172	651	796	325	457	915	315	812	378	684	695	520	563
C:141	miRNA.bed:Name=hsa-miR-488-3p,;ensGene.bed:ENST00000473640,;refGene.bed:NM_207108,;	4139	718	3220	2129	2013	1647	2905	1215	839	2000	3659	1566	1829	3633	2297	611	1629	1105	850	828	1426	250	1290	949	1519	1473	562	964
C:142	miRNA.bed:Name=hsa-miR-181a-3p,;ensGene.bed:ENST00000432296,;refGene.bed:NR_040073,;	1147571	1934758	1019986	1455134	2127456	800471	1034477	531416	1122833	2613132	714017	339857	631639	1054629	860393	1984726	602952	1228158	1762556	819586	1504584	326324	672079	445565	796679	1020224	1516360	946493
C:143	miRNA.bed:Name=hsa-miR-181b-5p,;ensGene.bed:ENST00000344523,;refGene.bed:NM_001278546,;	91996	161382	76491	126018	190094	56592	95261	35368	85471	218465	52777	26830	45101	70395	69889	180855	45471	116688	169221	61541	136232	38514	59593	28138	70960	92712	116738	65417
C:144	miRNA.bed:Name=hsa-miR-181c-3p,;ensGene.bed:ENST00000591727,;refGene.bed:NR_029613,;	80056	17524	80004	75145	42560	37833	56040	31090	24877	56791	76385	32189	60082	77268	63861	17181	48460	54092	29097	34029	59176	6042	49839	33659	45465	35011	32725	35857
C:145	miRNA.bed:Name=hsa-miR-181a-2-3p,;ensGene.bed:ENST00000344523,;refGene.bed:NM_001278546,;	3036	3483	2766	3722	4121	1790	2438	1218	3414	3943	2171	858	1295	2500	2444	3327	1770	3299	3915	2036	4837	1235	2024	1133	2014	2596	3243	2671
C:146	miRNA.bed:Name=hsa-miR-181d-5p,;ensGene.bed:ENST00000591727,;refGene.bed:NR_030179,;	7078	1532	6654	7916	4154	3091	5577	2729	2022	4750	6242	2932	6075	6758	4907	1485	3625	5629	2653	2567	5536	1870	4348	2432	4727	3380	3486	3505
C:147	miRNA.bed:Name=hsa-miR-181b-3p,;ensGene.bed:ENST00000432296,;refGene.bed:NR_040073,;	159	325	86	148	220	73	171	46	103	269	61	23	66	103	150	323	47	173	425	155	785	58	133	81	142	186	231	376
C:148	miRNA.bed:Name=hsa-miR-29a-3p,;ensGene.bed:ENST00000447430,;refGene.bed:NR_029503,;	85041	30238	61189	69867	57909	34611	56207	26507	28847	51124	61956	29123	40215	59139	59740	31216	39569	47543	34486	25664	35295	9951	41016	30913	40286	41700	34146	33756
C:149	miRNA.bed:Name=hsa-miR-29c-3p,;ensGene.bed:ENST00000385231,;refGene.bed:NR_029832,;	31512	11388	24906	23705	22544	14741	24732	10499	11916	18720	23776	11627	16329	25868	19978	10655	14363	15585	12862	9520	14048	2469	12151	10828	15154	14451	10179	11722
C:150	miRNA.bed:Name=hsa-miR-29b-2-5p,;ensGene.bed:ENST00000385055,;refGene.bed:NR_029518,;	19276	4284	12906	11193	10968	7696	11947	5019	4681	7476	12041	6311	8769	15980	12394	3613	7229	6689	5595	5438	7848	2012	4558	3947	7353	6656	4428	6326
C:151	miRNA.bed:Name=hsa-miR-664a-3p,;ensGene.bed:ENST00000483278,;refGene.bed:NM_012414,;wgRNA.bed:HAcaBox,;	1310	175	853	1166	665	478	895	299	287	424	870	305	956	1205	883	563	503	945	442	386	674	45	429	192	441	481	509	473
C:152	rmsk.bed:RNA,;ensGene.bed:ENST00000365328,;	193	983	169	89	630	151	201	254	474	275	230	43	239	298	293	1552	348	93	694	138	337	687	509	2132	226	917	401	299
C:153	tRNA.bed:chr6.tRNA147-SerAGA,;pirna2.bed:1,;rmsk.bed:tRNA,;	2056	1131	3106	5633	1337	3593	3566	800	695	678	1000	2412	2130	905	2365	2708	3461	8027	2600	5210	7186	718	1026	1035	3853	2119	5012	3359
C:154	tRNA.bed:chr6.tRNA83-LeuTAA,;rmsk.bed:tRNA,;	121	294	270	217	219	568	469	148	208	81	164	480	636	134	95	415	356	235	239	601	776	569	644	479	430	697	1057	773
C:155	tRNA.bed:chr10.tRNA2-SerTGA,;rmsk.bed:tRNA,;	78	72	210	806	124	611	428	152	50	25	45	317	350	86	62	105	162	1195	204	612	596	0	23	42	588	195	388	316
C:156	rmsk.bed:LTR,;	39	0	106	200	13	168	97	10	15	23	11	79	77	12	0	0	86	365	56	206	188	0	13	13	64	29	136	70
C:157	pirna2.bed:1,;ensGene.bed:ENST00000483264,;refGene.bed:NM_001282960,;wgRNA.bed:CDBox,;	2785	1819	2074	4544	2108	1670	2479	649	920	1698	1708	1314	1948	1609	1218	1054	1075	2044	844	774	1554	172	297	418	1254	611	1304	881
C:158	tRNA.bed:chr17.tRNA26-CysGCA,;rmsk.bed:tRNA,;	5198	7198	8681	3224	7014	6267	4317	13922	15940	6813	7726	4915	17594	10364	3550	4915	5534	2447	3253	3597	3505	2780	6066	3438	5345	4627	5145	16436
C:159	tRNA.bed:chr6.tRNA66-AlaTGC,;rmsk.bed:tRNA,;	279	719	1390	532	893	1214	880	1691	887	625	904	762	1698	777	245	853	967	452	770	954	1011	414	816	502	837	699	1264	1669
C:160	tRNA.bed:chr6.tRNA65-AlaAGC,;pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000530247,;	251	416	794	412	553	531	828	695	429	394	750	502	991	587	637	1144	1504	994	1239	1467	2129	564	3419	1128	1186	1189	3238	2509
C:161	tRNA.bed:chr2.tRNA13-AlaCGC,;rmsk.bed:tRNA,;	22	391	559	71	317	157	94	898	443	182	218	82	464	324	310	2291	2547	344	1324	2001	1270	1018	3370	925	1837	1575	2931	4653
C:162	tRNA.bed:chr7.tRNA6-CysGCA,;rmsk.bed:tRNA,;	69	46	63	11	85	0	22	296	146	80	69	13	199	92	40	44	43	0	38	0	13	86	114	20	91	98	29	146
C:163	tRNA.bed:chr6.tRNA120-AlaAGC,;rmsk.bed:tRNA,;	0	24	0	0	0	42	46	0	0	0	0	28	25	0	30	10	20	0	0	86	113	27	0	50	45	45	74	49
C:164	tRNA.bed:chr3.tRNA7-CysGCA,;pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000512055,;	172	58	134	20	89	47	35	919	235	236	153	45	494	437	191	93	261	16	68	79	98	251	543	162	353	427	295	581
C:165	miRNA.bed:Name=hsa-miR-146b-3p,;ensGene.bed:ENST00000365699,;refGene.bed:NR_030169,;	12922	6445	7722	7448	9060	6206	8479	5097	3969	10545	10942	3369	10959	11445	11569	4289	6319	5472	5178	7665	9225	18599	6322	5767	7339	5414	8654	9173
C:167	tRNA.bed:chr14.tRNA13-LysCTT,;rmsk.bed:tRNA,;ensGene.bed:ENST00000554218,;	89848	383080	324478	198170	287999	465959	690102	479597	502047	206119	282329	455137	680126	297095	69796	394605	302991	165885	235007	417767	571063	163435	129820	273838	366062	385211	437018	609664
C:168	tRNA.bed:chr17.tRNA2-LysTTT,;rmsk.bed:tRNA,;	28884	46767	44205	44045	37160	70911	84381	65164	36663	27909	52413	64992	93306	21990	19226	30582	31324	33928	25700	49163	66521	43876	22951	54670	63129	77252	58161	75708
C:169	tRNA.bed:chr5.tRNA9-LysCTT,;pirna2.bed:1,;rmsk.bed:tRNA,;	19245	15046	28772	18935	14838	16475	20088	36771	32488	16434	15597	12013	39845	28023	13918	7874	17187	11907	10293	10323	17564	4077	10000	16044	16405	22074	12607	28476
C:170	tRNA.bed:chr6.tRNA149-LysTTT,;pirna2.bed:1,;rmsk.bed:tRNA,;	861	201	453	1143	285	683	1553	295	134	253	483	701	862	329	79	113	246	571	132	337	532	56	138	155	287	749	293	445
C:171	rmsk.bed:LTR,;ensGene.bed:ENST00000597061,;	903	528	734	1049	508	747	823	221	382	418	349	326	677	304	1231	336	932	1931	767	871	1407	379	1272	935	1170	1574	1953	743
C:172	tRNA.bed:chr6.tRNA143-LysTTT,;pirna2.bed:1,;rmsk.bed:tRNA,;	208	178	231	608	159	881	1428	570	156	117	713	789	1119	62	109	193	182	448	133	757	1052	93	87	273	806	1401	356	814
C:173	tRNA.bed:chr14.tRNA12-PseudoTTT,;pirna2.bed:1,;rmsk.bed:tRNA,;	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2414	1011	1167	2930	1115	3921	4894	2008	1266	1695	2075	2193	3878	4622
C:174	tRNA.bed:chr16.tRNA23-LysTTT,;pirna2.bed:1,;rmsk.bed:tRNA,;	49	44	130	292	73	363	713	279	79	46	304	419	857	19	26	49	92	224	35	227	512	32	37	120	281	533	98	240
C:175	pirna2.bed:1,;rmsk.bed:tRNA,;	813	22	63	262	178	271	356	57	37	98	154	166	483	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C:176	miRNA.bed:Name=hsa-miR-1296-3p,;ensGene.bed:ENST00000399251,;refGene.bed:NM_032776,;	2546	798	2479	3568	1795	1457	2299	1558	736	1355	1837	1099	2048	2013	2282	1022	1693	3184	1660	1529	2744	251	1607	1389	3655	2308	2238	1869
C:177	tRNA.bed:chr6.tRNA154-IleAAT,;rmsk.bed:tRNA,;	409	929	305	649	528	339	540	272	364	214	112	150	398	198	465	1060	305	929	810	513	1216	450	430	318	816	707	1393	834
C:178	tRNA.bed:chr6.tRNA57-IleAAT,;pirna2.bed:1,;rmsk.bed:tRNA,;	0	27	57	62	27	56	268	396	51	10	0	28	59	33	11	35	31	64	34	93	410	55	99	688	160	1242	226	64
C:179	miRNA.bed:Name=hsa-miR-103b,;ensGene.bed:ENST00000336066,;refGene.bed:NM_153640,;	128969	42466	86599	109595	66865	59641	75261	39554	35956	74439	88107	45136	82348	98466	91959	40745	49454	93714	52296	57292	94639	21362	66914	46786	74349	57437	67805	69978
C:180	miRNA.bed:Name=hsa-miR-107,;ensGene.bed:ENST00000307534,;refGene.bed:NM_138316,;	8296	1304	5366	7276	2763	3295	4634	2376	1609	3538	5576	2946	5394	6064	5905	1198	3133	5377	1856	2931	4823	946	3836	2967	4408	3014	3114	3461
C:181	miRNA.bed:Name=hsa-miR-1307-5p,;ensGene.bed:ENST00000369811,;refGene.bed:NM_032747,;	12913	4507	14186	5093	6159	4590	6065	5921	6994	12443	11866	4673	3064	12917	15403	9817	13663	7665	9776	7689	10180	1696	10899	5671	14297	8334	4710	8131
C:182	miRNA.bed:Name=hsa-miR-2110,;ensGene.bed:ENST00000369285,;refGene.bed:NM_018017,;	243	14	133	123	51	35	55	21	74	138	175	0	67	112	188	12	101	128	55	39	79	35	184	62	60	98	53	50
C:183	miRNA.bed:Name=hsa-miR-129-2-3p,;ensGene.bed:ENST00000533358,;refGene.bed:NR_029697,;	15235	1595	11436	23220	7658	6256	9972	4210	2634	4312	7066	4869	11361	11741	10984	1969	6869	16019	5388	4995	9415	1894	4721	3825	7221	5256	4666	5097
C:184	miRNA.bed:Name=hsa-miR-130a-3p,;ensGene.bed:ENST00000530595,;refGene.bed:NR_029673,;	6460	2126	5019	5788	3032	3062	5029	2683	2546	4316	5601	3453	4445	5208	3708	2166	2678	3924	1848	1942	3486	719	3302	3339	4077	3202	2801	2699
C:185	tRNA.bed:chr11.tRNA8-SerGCT,;rmsk.bed:tRNA,;ensGene.bed:ENST00000531602,;	1579	715	1198	1879	577	1376	1577	490	468	446	686	876	1699	639	2200	1267	1842	4339	1468	3279	4471	1364	1346	1681	3372	2287	4204	2210
C:186	tRNA.bed:chr6.tRNA175-SerGCT,;rmsk.bed:tRNA,;	72	72	88	155	56	79	95	0	33	53	33	69	104	21	147	100	111	382	126	224	394	44	141	65	171	116	275	112
C:187	ensGene.bed:ENST00000527446,;refGene.bed:NM_001256802,;wgRNA.bed:CDBox,;	277	208	126	191	206	33	183	97	113	307	176	43	201	217	211	144	116	119	75	32	103	54	97	163	42	95	120	81
C:188	ensGene.bed:ENST00000527446,;refGene.bed:NM_001256802,;wgRNA.bed:CDBox,;	275	56	75	109	100	58	142	254	43	145	121	14	115	175	141	20	46	47	16	0	48	253	89	595	32	96	25	38
C:190	ensGene.bed:ENST00000561596,;refGene.bed:NR_104190,;	0	11	0	0	0	0	0	46	0	0	0	0	0	0	0	24	0	0	0	0	0	27	0	350	0	85	0	0
C:191	ensGene.bed:ENST00000530425,;refGene.bed:NM_033395,;wgRNA.bed:scaRna,;	1176	278	474	743	410	324	516	168	219	647	656	178	532	844	649	253	376	399	220	207	247	129	303	413	251	222	233	253
C:192	ensGene.bed:ENST00000530425,;refGene.bed:NM_033395,;wgRNA.bed:scaRna,;	789	320	475	636	418	217	404	128	182	524	488	154	319	523	647	306	459	388	167	171	231	153	242	352	213	190	394	201
C:193	miRNA.bed:Name=hsa-miR-34c-3p,;ensGene.bed:ENST00000384831,;refGene.bed:NR_029840,;	1073	4419	1599	2021	3963	33562	1466	690	55744	2958	1840	906	1220	12427	871	5118	994	1493	3071	34365	1596	4617	1490	297	715	798	1606	15776
C:194	miRNA.bed:Name=hsa-miR-34b-3p,;pirna2.bed:1,;ensGene.bed:ENST00000385076,;refGene.bed:NR_029839,;	225	726	247	291	726	5479	310	151	6278	416	274	158	256	1857	148	542	117	182	438	4275	238	631	167	48	85	109	223	1880
C:195	rmsk.bed:snRNA,;ensGene.bed:ENST00000449985,;refGene.bed:NM_032354,;wgRNA.bed:CDBox,;	36	170	182	30	344	41	95	134	97	403	205	13	163	188	93	701	714	48	905	343	450	192	805	207	795	465	698	335
C:196	rmsk.bed:snRNA,;ensGene.bed:ENST00000363626,;	366	60	78	213	0	25	83	48	15	0	113	31	0	83	201	36	57	129	0	10	15	16	39	259	0	38	0	13
C:197	miRNA.bed:Name=hsa-miR-210-5p,;ensGene.bed:ENST00000362168,;refGene.bed:NR_038262,;	430	277	502	785	643	572	368	248	1137	471	513	242	539	379	359	469	350	924	876	674	616	138	390	429	713	504	447	343
C:198	pirna2.bed:1,;rmsk.bed:rRNA,;ensGene.bed:ENST00000387347,;	8928	1377	4364	4680	2391	2462	3987	2181	1241	3272	5428	1579	4333	5461	6534	324	4307	2953	1318	1444	2666	319	3313	4053	2159	2476	2103	2037
C:199	ensGene.bed:ENST00000600213,;	2313	506	1565	1678	933	1107	1552	730	533	1076	1616	709	1828	2013	1154	25	677	631	238	306	582	0	514	872	326	494	305	276
C:200	pirna2.bed:1,;ensGene.bed:ENST00000387347,;	538200	246233	164125	168100	237342	167855	344822	249512	195254	497764	494467	115362	472974	219960	298452	141758	109284	105167	100616	85244	237972	36495	315313	284381	134825	378369	153551	162074
C:201	ensGene.bed:ENST00000389680,;	10	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	91	16	0	0	11	0	121	71	39	37	10	0
C:202	pirna2.bed:1,;ensGene.bed:ENST00000389680,;	22516	9294	5541	7130	6884	7528	9321	35688	12756	15785	16353	5490	19971	10581	19966	6812	5975	7488	6100	6438	10508	4096	43550	40651	8618	26909	9126	14511
C:203	ensGene.bed:ENST00000396525,;refGene.bed:NM_001042559,;wgRNA.bed:CDBox,;	26	68	54	41	94	12	32	21	34	34	13	0	18	65	27	39	12	38	61	15	22	11	14	43	41	17	37	12
C:204	ensGene.bed:ENST00000520064,;refGene.bed:NM_001170803,;	97	96	74	138	146	31	114	90	78	84	75	43	107	105	48	50	20	72	45	23	47	121	28	123	21	55	44	17
C:205	ensGene.bed:ENST00000396525,;refGene.bed:NM_001042559,;wgRNA.bed:CDBox,;	30	413	21	79	355	238	181	38	149	72	109	44	162	41	29	291	42	35	104	69	85	41	0	95	48	102	55	45
C:206	ensGene.bed:ENST00000354558,;refGene.bed:NM_001008938,;wgRNA.bed:CDBox,;	201	81	56	91	99	59	78	34	25	143	54	0	58	76	596	251	533	286	173	203	243	76	336	467	333	198	314	206
C:207	tRNA.bed:chr12.tRNA11-PheGAA,;pirna2.bed:1,;rmsk.bed:tRNA,;	267	432	120	172	310	102	148	218	286	191	158	33	139	174	171	475	119	152	237	101	166	193	209	116	147	149	395	273
C:208	ensGene.bed:ENST00000535076,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	473	238	250	227	295	95	202	93	173	357	282	67	133	256	195	75	108	142	146	49	117	0	103	134	62	109	92	79
C:209	ensGene.bed:ENST00000535076,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	2372	1467	1200	1911	1658	855	1359	718	1062	2166	1338	515	1472	1898	1844	1624	1431	1114	922	654	1210	636	1068	1143	885	1054	1391	989
C:210	ensGene.bed:ENST00000535076,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	3190	2087	2637	6178	2563	2298	4238	544	1214	2142	2011	2208	2811	2138	2409	1231	2037	2758	1084	1109	2456	729	455	688	1409	898	1775	1190
C:211	ensGene.bed:ENST00000539975,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	8647	4566	3665	4214	4769	2626	3778	2692	2877	6252	5542	1736	3989	4773	10637	4363	7473	3056	2416	1829	3024	6245	2838	5849	1914	2467	2890	2176
C:212	ensGene.bed:ENST00000539975,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	324	178	208	100	132	90	108	84	94	217	235	69	125	191	287	138	211	153	162	117	168	0	251	163	117	159	111	148
C:213	ensGene.bed:ENST00000539975,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	1044	573	630	756	796	452	644	268	499	962	768	230	592	865	1529	1205	1378	773	547	474	526	205	493	601	486	424	590	703
C:214	ensGene.bed:ENST00000537869,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	2997	2096	1867	3429	2322	2159	2412	1157	1697	2859	2068	1516	2229	2519	1772	777	1459	1001	578	815	941	407	631	1436	509	684	766	561
C:215	ensGene.bed:ENST00000538654,;refGene.bed:NR_003098,;wgRNA.bed:CDBox,;	1778	1114	978	1804	1350	641	1042	436	705	1863	1063	632	845	1218	1286	677	936	654	282	268	551	257	412	792	346	337	523	356
C:216	miRNA.bed:Name=hsa-miR-192-5p,;ensGene.bed:ENST00000384915,;refGene.bed:NR_029578,;	14006	11415	10206	15986	14165	6820	10245	4405	9191	15762	8655	4615	9040	10802	9816	11261	6211	12249	11063	6286	11042	4096	9703	4837	7514	7673	10073	8063
C:217	miRNA.bed:Name=hsa-miR-139-3p,;ensGene.bed:ENST00000542969,;refGene.bed:NM_001243784,;	18547	3773	9604	13481	5366	5763	7560	6207	1908	7359	11772	6129	11799	11543	12577	3715	5670	11921	4657	5396	8947	1584	9961	6644	12094	9654	6753	6114
C:218	miRNA.bed:Name=hsa-miR-326,;ensGene.bed:ENST00000533255,;refGene.bed:NM_020251,;	974	369	1027	1347	803	592	903	901	385	952	875	441	920	1167	758	503	665	1391	901	554	1117	21	1008	510	1273	1193	786	641
C:219	miRNA.bed:Name=hsa-miR-708-3p,;rmsk.bed:LINE,;ensGene.bed:ENST00000278550,;refGene.bed:NM_001098816,;	4854	1103	4911	4756	3853	3192	4117	3118	1973	3705	4473	3937	6686	4739	3576	1362	3009	3980	2748	3348	3964	775	3755	2201	5228	3212	3735	3541
C:220	pirna2.bed:1,;ensGene.bed:ENST00000527169,;refGene.bed:NR_003036,;wgRNA.bed:CDBox,;	1445	930	613	1404	1362	698	1081	383	562	1130	637	372	610	886	1382	1171	1129	985	682	519	936	240	439	515	765	558	885	658
C:221	ensGene.bed:ENST00000527169,;refGene.bed:NR_003033,;wgRNA.bed:CDBox,;	789	370	426	361	413	194	339	151	164	432	441	137	310	455	805	217	485	204	194	97	156	77	215	357	105	181	154	144
C:222	miRNA.bed:Name=hsa-miR-378a-3p,;rmsk.bed:SINE,;ensGene.bed:ENST00000309241,;refGene.bed:NM_001172698,;	14768	3321	11401	13928	5183	5561	9271	6287	5244	8989	10924	6964	10839	11855	11409	2899	6970	10591	3601	4865	11056	2273	9408	5463	7713	6508	6799	6138
C:223	miRNA.bed:Name=hsa-miR-125b-2-3p,;ensGene.bed:ENST00000602620,;refGene.bed:NR_027791,;	109785	46931	75084	93499	62153	35414	55242	33424	45847	68066	79666	29903	54131	68278	73035	47585	47929	69537	45321	33162	46706	33749	57745	43267	49169	43466	52633	36530
C:224	miRNA.bed:Name=hsa-miR-125b-1-3p,;ensGene.bed:ENST00000534297,;refGene.bed:NR_024430,;	3647	1719	3384	3628	2485	1481	1902	922	1622	2755	2453	987	1710	2732	2787	1521	2183	2617	1743	1163	2046	1069	1968	1121	1382	1735	2070	1427
C:225	miRNA.bed:Name=hsa-let-7a-2-3p,;ensGene.bed:ENST00000362105,;refGene.bed:NR_024430,;	466166	324264	363756	478308	457595	210442	327620	147299	316660	481856	404465	147120	290159	501628	312089	241209	199514	255122	239761	149583	213887	202673	219822	151662	172832	187948	227487	192341
C:226	miRNA.bed:Name=hsa-let-7f-2-3p,;ensGene.bed:ENST00000262854,;refGene.bed:NM_031407,;	342558	209087	267374	332315	252202	136352	209092	95703	161284	301868	276612	96486	198973	328569	249016	108858	153370	169807	126119	95217	132105	223070	146637	105036	108472	115018	141765	121311
C:227	miRNA.bed:Name=hsa-let-7b-5p,;ensGene.bed:ENST00000360737,;refGene.bed:NR_027033,;	104400	69917	75737	95764	91427	41840	64762	28919	64307	93299	68213	27781	51446	88277	67387	65635	40771	65038	61243	34899	56408	21563	45599	27507	41728	43832	61893	45190
C:228	miRNA.bed:Name=hsa-let-7c-3p,;pirna2.bed:1,;ensGene.bed:ENST00000602620,;refGene.bed:NR_027791,;	107033	33147	85595	98506	62287	59835	74173	35538	49059	68618	82800	33084	63337	126523	70996	28603	45906	59542	36569	46272	56620	36681	51840	38997	49047	46933	48951	49403
C:229	miRNA.bed:Name=hsa-let-7g-5p,;ensGene.bed:ENST00000463624,;refGene.bed:NM_025222,;	117511	51683	87308	102544	77834	45058	71846	29710	44374	97387	94148	32372	68659	109236	92533	44573	53799	64169	46155	38581	51209	40331	60282	38566	45870	48217	54651	46720
C:230	miRNA.bed:Name=hsa-let-7i-5p,;ensGene.bed:ENST00000362309,;refGene.bed:NR_029661,;	55736	30216	46094	54153	44373	28936	44001	25227	26473	51319	39847	27383	51348	50268	39941	28318	26239	38989	30645	25883	42698	33394	29371	18139	33529	32134	41530	37091
C:231	miRNA.bed:Name=hsa-let-7e-3p,;ensGene.bed:ENST00000362102,;refGene.bed:NR_029482,;	48450	15224	36137	36793	24885	16311	25842	10350	15085	28904	40070	11727	27803	44470	34948	10648	20558	20432	13556	11712	17668	11077	22569	14494	15134	14351	16618	15310
C:232	miRNA.bed:Name=hsa-miR-98-5p,;ensGene.bed:ENST00000262854,;refGene.bed:NM_031407,;	67826	25770	50764	70095	45799	29648	45309	29259	28453	48190	56546	21409	50707	69819	45782	19258	27585	37967	24450	22805	32001	17249	27265	18312	27797	28350	23529	24761
