mirna	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7
hsa-miR-218-1-3p	5.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0	2.0	0.0	5.0	6.0	0.0	0.0	6.0	0.0	8.0	2.0	4.0	2.0	2.0	5.0	2.0	6.0	4.0	2.0	2.0	0.0
hsa-miR-218-2-3p	54.0	6.0	26.0	31.0	6.0	6.0	26.0	5.0	36.0	21.0	33.0	28.0	21.0	21.0	52.0	5.0	28.0	35.0	10.0	10.0	12.0	19.0	3.0	14.0	40.0	15.0	30.0	38.0
hsa-miR-218-5p	12197.0	1876.0	5869.0	7146.0	2347.0	3813.0	5450.0	1473.0	10546.0	5456.0	12494.0	9213.0	4113.0	5285.0	14620.0	1783.0	8661.0	8671.0	3114.0	3737.0	5924.0	5786.0	3085.0	6539.0	14800.0	6276.0	10207.0	15040.0
hsa-miR-219a-1-3p	9.0	4.0	5.0	14.0	0.0	2.0	4.0	8.0	0.0	0.0	5.0	2.0	10.0	4.0	11.0	5.0	5.0	6.0	4.0	6.0	3.0	3.0	3.0	9.0	6.0	5.0	7.0	6.0
hsa-miR-219a-2-3p	10377.0	28401.0	8651.0	20447.0	27831.0	9875.0	21225.0	14518.0	8661.0	3611.0	9796.0	12888.0	23988.0	10704.0	14857.0	39709.0	14066.0	26630.0	41756.0	10730.0	20800.0	6916.0	23688.0	32981.0	6911.0	4407.0	7604.0	15843.0
hsa-miR-219a-5p	7951.0	28817.0	6743.0	6965.0	19227.0	6011.0	8951.0	5607.0	5049.0	2832.0	7660.0	9811.0	6872.0	7794.0	11788.0	29430.0	10924.0	11509.0	34603.0	9415.0	15833.0	5432.0	14247.0	26327.0	6214.0	4225.0	3122.0	13631.0
hsa-miR-219b-3p	5.0	15.0	4.0	9.0	12.0	3.0	9.0	2.0	0.0	2.0	5.0	4.0	15.0	2.0	0.0	19.0	8.0	9.0	11.0	4.0	13.0	8.0	5.0	9.0	10.0	0.0	10.0	13.0
hsa-miR-219b-5p	0.0	5.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0	2.0	0.0	3.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	2.0	0.0	3.0
hsa-miR-22-3p	484886.0	197262.0	274206.0	308166.0	174789.0	165049.0	275424.0	54340.0	331682.0	221373.0	225040.0	263561.0	223782.0	204878.0	730780.0	222906.0	442043.0	480518.0	302374.0	211665.0	370405.0	178121.0	198193.0	411916.0	489021.0	195657.0	328522.0	525241.0
hsa-miR-22-5p	671.0	190.0	403.0	527.0	286.0	308.0	549.0	48.0	269.0	243.0	386.0	528.0	306.0	279.0	982.0	246.0	700.0	975.0	637.0	559.0	895.0	485.0	247.0	520.0	675.0	452.0	865.0	1030.0
hsa-miR-221-3p	49388.0	6431.0	26541.0	38899.0	11144.0	16454.0	27542.0	14529.0	26469.0	15789.0	23877.0	22540.0	20400.0	22099.0	74309.0	8643.0	45093.0	62455.0	20385.0	22684.0	36894.0	19844.0	6212.0	20647.0	42810.0	20625.0	43625.0	51675.0
hsa-miR-221-5p	509.0	113.0	263.0	249.0	92.0	157.0	232.0	56.0	287.0	219.0	236.0	246.0	215.0	186.0	1476.0	216.0	472.0	703.0	258.0	410.0	524.0	367.0	108.0	415.0	832.0	317.0	578.0	539.0
hsa-miR-222-3p	44345.0	3941.0	18066.0	24698.0	8008.0	10882.0	17037.0	13588.0	36330.0	20671.0	15762.0	17824.0	16386.0	14369.0	67756.0	7605.0	27966.0	33653.0	12151.0	13384.0	17666.0	13337.0	3807.0	22564.0	33970.0	10659.0	23587.0	28019.0
hsa-miR-222-5p	11.0	0.0	8.0	3.0	2.0	2.0	0.0	0.0	5.0	5.0	2.0	2.0	0.0	0.0	22.0	0.0	0.0	7.0	2.0	0.0	6.0	3.0	0.0	2.0	3.0	0.0	8.0	7.0
hsa-miR-223-3p	581.0	931.0	494.0	728.0	665.0	516.0	929.0	294.0	644.0	286.0	504.0	565.0	498.0	561.0	1052.0	1092.0	908.0	1114.0	1154.0	641.0	1379.0	458.0	525.0	921.0	1163.0	524.0	628.0	723.0
hsa-miR-223-5p	5.0	5.0	11.0	8.0	5.0	0.0	4.0	4.0	9.0	0.0	0.0	4.0	8.0	2.0	16.0	9.0	8.0	12.0	9.0	3.0	13.0	2.0	9.0	5.0	16.0	2.0	6.0	5.0
hsa-miR-224-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
hsa-miR-224-5p	39.0	37.0	19.0	12.0	9.0	5.0	14.0	15.0	130.0	17.0	13.0	16.0	23.0	15.0	71.0	51.0	30.0	27.0	20.0	17.0	19.0	23.0	17.0	48.0	29.0	21.0	16.0	13.0
hsa-miR-2276-3p	10.0	11.0	8.0	28.0	31.0	7.0	8.0	3.0	2.0	2.0	8.0	11.0	14.0	3.0	23.0	24.0	22.0	34.0	29.0	9.0	10.0	5.0	11.0	26.0	6.0	0.0	4.0	13.0
hsa-miR-2276-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-2277-3p	38.0	14.0	14.0	45.0	16.0	16.0	17.0	2.0	21.0	23.0	26.0	26.0	27.0	14.0	48.0	4.0	26.0	37.0	16.0	14.0	17.0	8.0	4.0	16.0	17.0	7.0	25.0	35.0
hsa-miR-2277-5p	179.0	36.0	85.0	118.0	43.0	43.0	80.0	73.0	134.0	88.0	99.0	85.0	101.0	54.0	226.0	31.0	107.0	141.0	80.0	48.0	89.0	43.0	30.0	65.0	89.0	62.0	69.0	97.0
hsa-miR-2278	0.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	5.0	0.0	2.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0
hsa-miR-2355-3p	11.0	22.0	2.0	12.0	12.0	2.0	6.0	0.0	4.0	3.0	0.0	3.0	5.0	2.0	10.0	15.0	9.0	6.0	29.0	0.0	5.0	5.0	2.0	13.0	2.0	3.0	4.0	4.0
hsa-miR-2355-5p	93.0	113.0	69.0	94.0	154.0	47.0	63.0	25.0	87.0	67.0	60.0	72.0	72.0	52.0	153.0	110.0	92.0	121.0	243.0	48.0	95.0	49.0	97.0	157.0	80.0	41.0	77.0	75.0
hsa-miR-2392	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-23a-3p	2028.0	1618.0	1714.0	2209.0	1977.0	1447.0	2057.0	791.0	1527.0	1136.0	1601.0	1752.0	1922.0	2155.0	3185.0	1810.0	2810.0	3045.0	2969.0	2031.0	2801.0	1102.0	2518.0	2445.0	2598.0	1516.0	1641.0	3296.0
hsa-miR-23a-5p	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0
hsa-miR-23b-3p	11177.0	22595.0	9624.0	21268.0	26535.0	12550.0	21958.0	4084.0	17274.0	10489.0	23843.0	21764.0	19343.0	16468.0	18397.0	25067.0	16627.0	29445.0	37205.0	14614.0	25105.0	16046.0	17565.0	31905.0	20062.0	10949.0	21849.0	28373.0
hsa-miR-23b-5p	3.0	0.0	0.0	2.0	5.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	5.0	9.0	5.0	4.0	2.0	2.0	7.0	0.0	0.0	13.0	2.0	0.0	2.0	8.0
hsa-miR-23c	0.0	18.0	0.0	19.0	10.0	2.0	2.0	0.0	2.0	2.0	15.0	8.0	17.0	7.0	0.0	9.0	0.0	8.0	8.0	2.0	7.0	6.0	4.0	5.0	0.0	0.0	0.0	7.0
hsa-miR-24-1-5p	74.0	134.0	34.0	91.0	125.0	51.0	75.0	37.0	65.0	50.0	53.0	80.0	85.0	64.0	134.0	142.0	87.0	122.0	157.0	78.0	93.0	28.0	77.0	161.0	92.0	26.0	65.0	108.0
hsa-miR-24-2-5p	76.0	32.0	43.0	49.0	22.0	19.0	28.0	27.0	74.0	27.0	27.0	35.0	22.0	37.0	95.0	41.0	53.0	52.0	60.0	32.0	35.0	25.0	87.0	67.0	85.0	27.0	22.0	67.0
hsa-miR-24-3p	4586.0	4589.0	2865.0	4896.0	4944.0	3584.0	4527.0	4390.0	2969.0	2170.0	4211.0	3807.0	5502.0	4614.0	6497.0	5066.0	4328.0	6223.0	6573.0	3716.0	4470.0	2534.0	3621.0	5119.0	4168.0	2139.0	4292.0	5516.0
hsa-miR-2467-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-2467-5p	457.0	191.0	295.0	306.0	190.0	239.0	341.0	109.0	322.0	181.0	242.0	224.0	172.0	210.0	711.0	229.0	495.0	381.0	261.0	221.0	254.0	167.0	194.0	381.0	402.0	165.0	313.0	348.0
hsa-miR-25-3p	5732.0	10777.0	4974.0	10288.0	12476.0	5418.0	10181.0	5587.0	7281.0	3972.0	6028.0	8112.0	9754.0	8106.0	7816.0	10951.0	8066.0	10833.0	13318.0	4865.0	6921.0	3980.0	9255.0	11851.0	6535.0	3879.0	4428.0	6864.0
hsa-miR-25-5p	15.0	5.0	6.0	7.0	6.0	5.0	8.0	13.0	12.0	7.0	5.0	6.0	12.0	2.0	18.0	13.0	21.0	7.0	12.0	3.0	15.0	2.0	5.0	13.0	9.0	10.0	11.0	12.0
hsa-miR-2681-3p	22.0	2.0	8.0	13.0	3.0	6.0	9.0	7.0	7.0	8.0	11.0	9.0	11.0	9.0	24.0	0.0	14.0	21.0	13.0	10.0	13.0	13.0	2.0	12.0	12.0	10.0	17.0	9.0
hsa-miR-2681-5p	37.0	2.0	23.0	28.0	8.0	8.0	23.0	7.0	23.0	14.0	19.0	15.0	14.0	15.0	57.0	12.0	26.0	37.0	21.0	13.0	21.0	5.0	7.0	22.0	51.0	15.0	21.0	46.0
hsa-miR-2682-3p	65.0	9.0	35.0	80.0	22.0	36.0	48.0	16.0	55.0	31.0	43.0	25.0	33.0	29.0	88.0	12.0	57.0	106.0	33.0	41.0	52.0	22.0	4.0	41.0	38.0	36.0	66.0	44.0
hsa-miR-2682-5p	527.0	74.0	261.0	609.0	131.0	273.0	483.0	99.0	492.0	204.0	288.0	339.0	314.0	306.0	736.0	77.0	388.0	738.0	216.0	262.0	391.0	151.0	58.0	285.0	392.0	238.0	549.0	401.0
hsa-miR-26a-1-3p	15.0	2.0	10.0	7.0	6.0	6.0	3.0	2.0	6.0	5.0	9.0	8.0	13.0	9.0	30.0	5.0	18.0	10.0	8.0	4.0	6.0	4.0	11.0	11.0	10.0	8.0	18.0	14.0
hsa-miR-26a-2-3p	78.0	31.0	47.0	46.0	53.0	27.0	48.0	10.0	50.0	32.0	56.0	62.0	44.0	49.0	133.0	73.0	107.0	82.0	119.0	65.0	79.0	42.0	67.0	90.0	86.0	62.0	70.0	136.0
hsa-miR-26a-5p	447562.0	442380.0	369605.0	560311.0	725187.0	325839.0	472414.0	152572.0	370143.0	308444.0	686743.0	688826.0	412310.0	612010.0	734521.0	507110.0	621381.0	874363.0	1273523.0	426637.0	643251.0	839197.0	605593.0	1061667.0	814696.0	406646.0	824730.0	1047420.0
hsa-miR-26b-3p	133.0	206.0	121.0	189.0	218.0	63.0	160.0	45.0	123.0	110.0	106.0	167.0	169.0	118.0	291.0	299.0	223.0	293.0	360.0	160.0	240.0	98.0	224.0	367.0	195.0	112.0	139.0	211.0
hsa-miR-26b-5p	28109.0	32054.0	22524.0	25655.0	29117.0	16528.0	25306.0	19284.0	17412.0	14318.0	17749.0	21776.0	21070.0	21423.0	40877.0	37897.0	37269.0	44276.0	58199.0	23847.0	39788.0	15000.0	34059.0	45939.0	34890.0	19045.0	23458.0	39356.0
hsa-miR-27a-3p	15872.0	26578.0	10350.0	16578.0	21723.0	8972.0	16545.0	5685.0	14533.0	9071.0	12815.0	16413.0	17232.0	13095.0	19213.0	27390.0	15043.0	18446.0	24282.0	9219.0	20979.0	7237.0	16557.0	25147.0	13136.0	7159.0	7591.0	17598.0
hsa-miR-27a-5p	2.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	12.0	3.0	5.0	6.0	3.0	5.0	8.0	2.0	4.0	0.0	2.0	0.0	7.0	0.0	5.0	2.0	5.0	0.0	2.0	10.0
hsa-miR-27b-3p	261973.0	708070.0	180122.0	395828.0	536256.0	218590.0	463728.0	107407.0	300241.0	163884.0	273370.0	354528.0	420828.0	277289.0	362089.0	698777.0	286710.0	462704.0	623517.0	206663.0	399643.0	173003.0	372428.0	654222.0	293332.0	157965.0	222422.0	332236.0
hsa-miR-27b-5p	312.0	308.0	199.0	292.0	356.0	182.0	411.0	150.0	355.0	233.0	248.0	370.0	325.0	253.0	425.0	455.0	339.0	478.0	599.0	248.0	473.0	208.0	399.0	682.0	340.0	185.0	423.0	510.0
hsa-miR-28-3p	9297.0	4399.0	7437.0	6130.0	5454.0	2643.0	7689.0	5413.0	5803.0	4667.0	3834.0	6184.0	6767.0	5354.0	15257.0	9104.0	12464.0	11732.0	14153.0	4584.0	10670.0	4486.0	9922.0	14137.0	11291.0	5819.0	6597.0	11034.0
hsa-miR-28-5p	2074.0	1494.0	1807.0	1573.0	1349.0	900.0	1693.0	706.0	2009.0	1155.0	1020.0	1292.0	1380.0	1284.0	2800.0	1491.0	2903.0	2227.0	2005.0	1074.0	1982.0	773.0	2043.0	2818.0	2737.0	1131.0	1521.0	2568.0
hsa-miR-296-3p	10.0	7.0	0.0	5.0	5.0	2.0	11.0	15.0	2.0	0.0	3.0	6.0	10.0	5.0	9.0	11.0	8.0	13.0	9.0	12.0	4.0	0.0	2.0	4.0	3.0	2.0	2.0	9.0
hsa-miR-296-5p	24.0	33.0	21.0	30.0	26.0	13.0	22.0	6.0	6.0	11.0	13.0	26.0	34.0	23.0	32.0	26.0	28.0	56.0	41.0	21.0	17.0	8.0	24.0	32.0	23.0	10.0	25.0	17.0
hsa-miR-299-3p	851.0	192.0	549.0	1104.0	331.0	629.0	874.0	56.0	549.0	323.0	595.0	364.0	443.0	474.0	1002.0	155.0	978.0	1345.0	537.0	600.0	755.0	324.0	226.0	416.0	880.0	410.0	624.0	1730.0
hsa-miR-299-5p	275.0	20.0	120.0	199.0	69.0	136.0	150.0	72.0	181.0	111.0	186.0	136.0	162.0	158.0	469.0	34.0	205.0	318.0	122.0	124.0	223.0	99.0	39.0	121.0	228.0	111.0	225.0	366.0
hsa-miR-29a-3p	62419.0	32996.0	41462.0	49954.0	36636.0	27307.0	38560.0	10492.0	43119.0	32210.0	42172.0	43919.0	36204.0	36900.0	94706.0	33962.0	63767.0	72051.0	60306.0	35906.0	59440.0	27279.0	29687.0	53134.0	64910.0	30713.0	41831.0	61695.0
hsa-miR-29a-5p	273.0	105.0	165.0	284.0	182.0	125.0	224.0	21.0	174.0	112.0	224.0	261.0	116.0	144.0	521.0	142.0	394.0	429.0	357.0	234.0	398.0	164.0	134.0	251.0	396.0	174.0	300.0	433.0
hsa-miR-29b-1-5p	32.0	5.0	10.0	9.0	12.0	2.0	17.0	2.0	13.0	7.0	7.0	10.0	9.0	7.0	48.0	4.0	31.0	20.0	17.0	11.0	15.0	9.0	9.0	23.0	44.0	11.0	21.0	30.0
hsa-miR-29b-2-5p	162.0	51.0	92.0	166.0	65.0	79.0	147.0	13.0	89.0	79.0	115.0	116.0	112.0	88.0	284.0	58.0	229.0	244.0	168.0	131.0	171.0	92.0	77.0	123.0	222.0	108.0	219.0	242.0
hsa-miR-29b-3p	12757.0	3726.0	7414.0	6845.0	5778.0	5594.0	8279.0	2096.0	4602.0	4042.0	7471.0	6790.0	4493.0	6674.0	20993.0	4733.0	13129.0	11195.0	11128.0	7834.0	12481.0	5041.0	4706.0	7645.0	12331.0	6507.0	8879.0	16512.0
hsa-miR-29c-3p	20722.0	11256.0	14908.0	15840.0	13682.0	10030.0	14879.0	2296.0	12662.0	11285.0	15473.0	15025.0	10411.0	12573.0	38400.0	14195.0	25538.0	23703.0	23096.0	14897.0	25871.0	10441.0	12074.0	19380.0	24583.0	11985.0	16522.0	26456.0
hsa-miR-29c-5p	877.0	468.0	604.0	1086.0	692.0	642.0	941.0	396.0	516.0	394.0	881.0	732.0	727.0	735.0	1797.0	545.0	1122.0	1491.0	1019.0	871.0	1194.0	698.0	579.0	841.0	1044.0	608.0	1074.0	1547.0
hsa-miR-300	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-301a-3p	7356.0	6093.0	6164.0	6358.0	4946.0	3645.0	6086.0	1085.0	5452.0	3211.0	4479.0	4576.0	5102.0	4828.0	12164.0	7188.0	11030.0	10981.0	9234.0	5280.0	9046.0	3837.0	8114.0	10303.0	10039.0	4271.0	7489.0	10645.0
hsa-miR-301a-5p	31.0	28.0	24.0	18.0	23.0	12.0	14.0	12.0	32.0	13.0	23.0	18.0	17.0	7.0	28.0	25.0	49.0	32.0	37.0	14.0	37.0	13.0	36.0	39.0	25.0	11.0	21.0	36.0
hsa-miR-301b-3p	690.0	400.0	329.0	438.0	312.0	236.0	418.0	81.0	469.0	298.0	475.0	460.0	405.0	331.0	1222.0	513.0	660.0	772.0	621.0	372.0	737.0	333.0	389.0	728.0	704.0	378.0	566.0	703.0
hsa-miR-302a-3p	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	14.0	0.0	0.0	2.0	2.0	3.0	5.0	3.0	9.0	0.0	0.0	4.0
hsa-miR-302a-5p	2.0	0.0	7.0	0.0	5.0	3.0	0.0	18.0	14.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	22.0	2.0	2.0	2.0	2.0	6.0	14.0	5.0	28.0	6.0	10.0	8.0
hsa-miR-302b-3p	0.0	2.0	18.0	4.0	0.0	8.0	2.0	2.0	8.0	0.0	4.0	2.0	4.0	2.0	2.0	0.0	25.0	4.0	3.0	3.0	0.0	2.0	8.0	8.0	22.0	0.0	6.0	13.0
hsa-miR-302c-3p	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	2.0
hsa-miR-302d-3p	4.0	2.0	12.0	3.0	0.0	3.0	2.0	0.0	5.0	0.0	0.0	3.0	3.0	0.0	2.0	0.0	33.0	0.0	2.0	4.0	0.0	7.0	5.0	2.0	13.0	2.0	2.0	6.0
hsa-miR-3064-3p	2.0	2.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	5.0	4.0	0.0	3.0	0.0	4.0	2.0	0.0	5.0	4.0	0.0	2.0	6.0
hsa-miR-3064-5p	2.0	3.0	2.0	11.0	4.0	0.0	0.0	4.0	3.0	2.0	2.0	2.0	7.0	0.0	6.0	0.0	4.0	11.0	2.0	4.0	3.0	0.0	2.0	5.0	0.0	0.0	5.0	8.0
hsa-miR-3065-3p	333.0	77.0	183.0	418.0	135.0	128.0	359.0	18.0	266.0	135.0	237.0	159.0	268.0	141.0	605.0	93.0	382.0	573.0	200.0	170.0	381.0	234.0	141.0	305.0	552.0	217.0	409.0	412.0
hsa-miR-3065-5p	208.0	58.0	167.0	297.0	115.0	130.0	243.0	16.0	151.0	88.0	135.0	90.0	190.0	102.0	371.0	63.0	285.0	407.0	189.0	147.0	272.0	97.0	99.0	237.0	340.0	151.0	315.0	333.0
hsa-miR-3074-3p	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0
hsa-miR-3074-5p	5.0	7.0	0.0	3.0	0.0	0.0	2.0	5.0	2.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	4.0
hsa-miR-30a-3p	3204.0	1904.0	2583.0	3475.0	2339.0	2116.0	4226.0	2031.0	2067.0	1516.0	2359.0	2566.0	2807.0	2952.0	4760.0	1670.0	4402.0	4488.0	3488.0	2401.0	3508.0	1412.0	2669.0	3021.0	3599.0	2049.0	3324.0	4222.0
hsa-miR-30a-5p	199724.0	80211.0	141639.0	129976.0	100236.0	91019.0	170609.0	48481.0	111051.0	83530.0	93174.0	92838.0	101253.0	125970.0	285250.0	93384.0	239608.0	181088.0	159183.0	106974.0	172720.0	79286.0	160169.0	204930.0	216825.0	108219.0	132496.0	218279.0
hsa-miR-30b-3p	46.0	13.0	17.0	17.0	11.0	12.0	16.0	4.0	25.0	17.0	13.0	13.0	11.0	9.0	73.0	14.0	30.0	19.0	16.0	6.0	26.0	6.0	12.0	25.0	49.0	10.0	29.0	51.0
hsa-miR-30b-5p	21349.0	5806.0	12840.0	18696.0	9501.0	8941.0	16836.0	2496.0	12085.0	10370.0	13763.0	12610.0	9868.0	10791.0	37594.0	8273.0	23019.0	28370.0	17247.0	12574.0	22239.0	9731.0	9298.0	17740.0	23491.0	10122.0	19658.0	27313.0
hsa-miR-30c-1-3p	183.0	58.0	109.0	123.0	73.0	49.0	98.0	71.0	121.0	58.0	63.0	95.0	106.0	69.0	305.0	83.0	202.0	205.0	130.0	77.0	125.0	67.0	114.0	180.0	184.0	47.0	126.0	205.0
hsa-miR-30c-2-3p	285.0	122.0	289.0	312.0	209.0	159.0	327.0	145.0	199.0	143.0	163.0	187.0	226.0	218.0	441.0	174.0	497.0	433.0	372.0	217.0	379.0	148.0	348.0	379.0	382.0	215.0	310.0	476.0
hsa-miR-30c-5p	41185.0	15190.0	27137.0	29570.0	19561.0	14451.0	24169.0	7750.0	24846.0	18526.0	22334.0	21767.0	22031.0	21142.0	76234.0	20483.0	49154.0	48343.0	36755.0	20946.0	38127.0	13749.0	23533.0	38471.0	47576.0	16814.0	28599.0	47571.0
hsa-miR-30d-3p	516.0	242.0	302.0	438.0	258.0	263.0	423.0	39.0	427.0	256.0	262.0	351.0	304.0	253.0	707.0	216.0	484.0	529.0	335.0	274.0	366.0	127.0	216.0	372.0	461.0	202.0	360.0	534.0
hsa-miR-30d-5p	101522.0	23913.0	59092.0	62675.0	32231.0	29641.0	52671.0	20331.0	57321.0	40538.0	40622.0	43950.0	39044.0	36787.0	142639.0	35179.0	99089.0	108997.0	67225.0	42346.0	73720.0	38079.0	47986.0	85940.0	109965.0	35744.0	70640.0	104683.0
hsa-miR-30e-3p	4392.0	3136.0	2742.0	4135.0	3165.0	2462.0	4883.0	1922.0	2614.0	1733.0	3066.0	3490.0	3410.0	2749.0	6239.0	3201.0	4877.0	6136.0	5391.0	2938.0	4924.0	2301.0	3445.0	4725.0	4459.0	2164.0	4415.0	6065.0
hsa-miR-30e-5p	101544.0	45132.0	61094.0	63051.0	45771.0	38243.0	56945.0	14443.0	50673.0	38609.0	44682.0	42261.0	42316.0	46095.0	146722.0	56042.0	100210.0	103611.0	83986.0	50444.0	87861.0	35783.0	60111.0	97670.0	105937.0	41194.0	58649.0	106789.0
hsa-miR-31-3p	20.0	4.0	10.0	16.0	16.0	17.0	27.0	0.0	8.0	6.0	24.0	13.0	21.0	6.0	44.0	10.0	29.0	27.0	25.0	13.0	25.0	16.0	9.0	27.0	37.0	8.0	15.0	41.0
hsa-miR-31-5p	1125.0	400.0	733.0	1278.0	1146.0	1326.0	1266.0	380.0	782.0	717.0	1216.0	634.0	1561.0	1171.0	1571.0	407.0	1102.0	1242.0	1319.0	1237.0	857.0	630.0	409.0	841.0	1211.0	268.0	575.0	1626.0
hsa-miR-3115	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-3116	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	3.0	4.0	2.0	0.0	2.0	0.0	0.0	6.0	3.0	0.0	4.0	3.0	2.0	2.0	5.0
hsa-miR-3117-3p	396.0	420.0	185.0	168.0	223.0	163.0	329.0	28.0	183.0	148.0	210.0	114.0	298.0	173.0	567.0	418.0	246.0	221.0	311.0	190.0	315.0	81.0	181.0	295.0	64.0	164.0	202.0	380.0
hsa-miR-3118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-3120-3p	2.0	5.0	2.0	4.0	6.0	0.0	7.0	8.0	2.0	0.0	6.0	3.0	13.0	2.0	2.0	3.0	4.0	13.0	12.0	9.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0
hsa-miR-3121-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-3123	2.0	0.0	3.0	6.0	5.0	2.0	2.0	9.0	0.0	0.0	3.0	5.0	3.0	3.0	8.0	3.0	10.0	9.0	11.0	4.0	4.0	2.0	0.0	3.0	4.0	4.0	5.0	8.0
hsa-miR-3124-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3124-5p	10.0	7.0	0.0	5.0	4.0	4.0	6.0	12.0	2.0	2.0	3.0	0.0	6.0	2.0	12.0	5.0	5.0	2.0	12.0	0.0	4.0	0.0	11.0	8.0	9.0	5.0	3.0	3.0
hsa-miR-3125	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	4.0
hsa-miR-3126-5p	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
hsa-miR-3127-3p	2.0	0.0	0.0	2.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
