id	nloci	ann	ct4	ct5	ct6	ct7	ct1	ct2	ct3	cc5	cc4	cc7	cc6	cc1	cc3	cc2	pt7	pt6	pt5	pt4	pt3	pt2	pt1	pc2	pc3	pc1	pc6	pc7	pc4	pc5
93	0	ncrna gene|ncrna::14q(II-25);gene::SNHG24,SNORD114-25	378	321	291	273	28	449	430	132	601	714	279	715	341	37	2304	1281	523	1385	824	115	681	105	1232	2362	974	1725	1575	533
94	0	ncrna gene|ncrna::14q(II-23);gene::SNORD114-23,SNHG24	16	13	3	6	0	0	0	3	20	27	5	0	7	0	1082	727	247	933	522	84	318	66	529	1445	382	704	818	291
95	0	ncrna gene|ncrna::14q(II-9);gene::SNORD114-9	2246	1851	1264	1220	52	2259	1796	753	2625	3080	1446	2884	1593	222	9853	7748	3043	8742	5293	1136	3046	931	6845	13027	4166	7713	8817	2974
96	0	ncrna gene|ncrna::14q(II-26);gene::SNORD114-26	18	21	31	22	9	36	18	6	18	21	14	26	12	0	2405	1696	596	1322	825	176	552	129	1029	2489	1009	1620	1564	744
97	0	ncrna gene|ncrna::14q(II-28);gene::SNORD114-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	97	37	136	86	24	185	25	123	299	193	86	224	190
98	0	ncrna gene|ncrna::14q(II-12);gene::SNORD114-12,SNHG24	153	129	87	87	24	134	144	35	196	231	93	179	104	0	4745	3861	1571	3858	2632	534	2221	475	2545	6411	3176	3837	4155	2369
99	0	ncrna gene|ncrna::14q(II-14);gene::SNORD114-14,SNHG24	15	32	21	19	6	37	43	14	67	39	20	87	38	0	486	372	122	363	241	45	106	34	274	642	235	440	505	175
100	0	ncrna gene|ncrna::14q(II-15);gene::SNORD114-15,SNHG24	0	0	0	3	0	0	0	0	0	0	0	3	0	0	358	277	100	277	178	37	81	34	240	411	153	273	341	120
101	0	tRNA repeat|tRNA::tRNA-Arg-TCT-1-1;repeat::tRNA	414	2548	1326	626	238	337	572	610	611	905	453	104	356	1308	4029	7306	4512	1700	1651	3163	1993	4411	9075	5198	7762	10730	17770	6471
102	0	tRNA repeat|tRNA::tRNA-Arg-TCT-3-2;repeat::tRNA	45	312	87	46	36	42	91	29	84	144	83	8	53	122	854	2601	1118	318	230	283	481	396	3073	2084	3433	4265	7694	952
103	0	tRNA repeat|tRNA::tRNA-Arg-TCT-4-1;repeat::tRNA	4008	11641	2385	3164	1729	5864	2093	427	373	2024	1568	264	3184	673	1994	7511	3706	1466	1595	2247	2952	477	4542	1097	6272	4508	5893	729
104	0	tRNA repeat gene|tRNA::tRNA-Arg-TCT-2-1;repeat::tRNA;gene::HES7,HES7	24	0	11	12	0	4	0	16	20	49	17	4	8	11	14	28	32	15	37	50	15	94	93	81	70	72	101	73
105	0	tRNA repeat|tRNA::tRNA-Asn-GTT-3-2;repeat::tRNA;gene::NBPF25P;tRNA::tRNA-Asn-GTT-2-3;repeat::tRNA;gene::NBPF25P;tRNA::tRNA-Asn-GTT-2-5;repeat::tRNA;gene::NBPF25P;tRNA::tRNA-Asn-GTT-2-1;repeat::tRNA;gene::NBPF8,NBPF8,NBPF8;tRNA::tRNA-Asn-GTT-3-1;repeat::tRNA;gene::NBPF25P;tRNA::tRNA-Asn-GTT-2-6;repeat::tRNA;gene::NBPF25P	98	66	95	64	106	80	43	96	126	120	158	82	63	164	255	527	651	165	177	272	218	369	227	586	923	621	632	305
106	0	gene miRNA|gene::MIR3142HG,MIR146A;miRNA::hsa-miR-146a-5p	464	615	1116	1197	2822	712	664	485	375	585	661	1299	687	444	1602	1223	639	1265	1114	716	644	817	857	1377	673	899	765	1221
107	0	repeat|repeat::scRNA	299	528	597	391	188	350	423	624	470	445	166	408	315	1143	551	515	329	552	1554	997	361	1477	556	598	269	585	737	1188
108	0	repeat|repeat::scRNA	3741	5322	7273	4025	1750	4375	5416	4914	4134	4912	2612	3347	2500	13020	4827	10371	9988	6421	11297	13073	8418	20317	6565	8362	11036	11000	12365	11405
109	0	repeat|repeat::Simple_repeat,scRNA	239	448	861	325	21	427	174	454	257	462	220	86	63	1670	9	49	45	29	98	101	70	130	50	70	26	43	44	60
110	0	repeat gene|repeat::Low_complexity,scRNA;repeat::scRNA;gene::KRIT1,KRIT1,KRIT1,KRIT1,KRIT1	52	70	109	48	14	27	64	94	71	77	19	53	42	204	54	96	54	52	210	115	61	247	83	69	34	133	131	160
111	0	repeat gene|repeat::Low_complexity,scRNA;repeat::scRNA;repeat::scRNA,Simple_repeat;gene::UBE2E2;repeat::Simple_repeat,scRNA;gene::UBE2E2;repeat::scRNA;gene::UBE2E2	538	452	1046	447	73	337	268	1021	1323	917	571	681	462	1712	226	260	310	305	626	475	150	799	539	804	259	346	657	527
112	0	repeat gene|repeat::scRNA,Simple_repeat;gene::LINC01599;repeat::scRNA;gene::LINC01599;repeat::scRNA,Low_complexity;gene::LINC01599	388	663	891	432	174	350	432	753	513	548	254	313	327	1138	421	656	611	432	946	1295	597	1736	704	710	423	859	924	1208
113	0	gene miRNA|gene::MIR194-2HG,MIR194-2HG,MIR194-2HG,MIR194-2;miRNA::hsa-miR-194-5p,hsa-miR-194-3p	388	309	471	334	18	343	226	461	673	467	270	461	291	491	542	360	242	389	569	323	144	381	544	636	292	480	751	643
114	0	gene|gene::RPPH1	726	709	337	346	13	183	190	451	708	710	404	224	247	103	1766	2006	1032	1333	770	580	862	819	1556	1742	1543	2544	2934	1887
115	0	gene miRNA|gene::MIR29A;miRNA::hsa-miR-29a-5p,hsa-miR-29a-3p	42904	44697	36703	36432	10617	43861	32920	36831	50855	38152	27518	63374	42110	33358	63347	42671	31313	66247	54173	30338	27788	32230	64993	89598	36658	61001	73498	61395
116	0	gene miRNA|gene::MIR29B2,C1orf132,C1orf132;miRNA::hsa-miR-29b-3p,hsa-miR-29b-2-5p;gene::MIR29B1;miRNA::hsa-miR-29b-1-5p,hsa-miR-29b-3p	7814	7132	4720	6770	2155	4901	4236	5969	7203	8451	5759	13179	7665	3905	17037	9282	6771	12898	8000	4933	5273	4663	13686	20439	8162	12922	11692	11569
117	0	gene miRNA|gene::MIR29C,C1orf132,C1orf132;miRNA::hsa-miR-29c-5p,hsa-miR-29c-3p	16357	15717	11100	12942	2685	13237	11703	14024	16850	15460	10454	21513	15485	11584	28113	17664	12612	25654	20193	12667	11109	12547	26674	34160	15831	27182	25244	24045
118	0	gene|gene::KCND3,KCND3	62	88	137	83	29	89	21	192	143	149	67	79	51	184	18	6	7	12	31	26	8	106	12	62	7	9	23	23
119	0	gene miRNA|gene::MIR27A;miRNA::hsa-miR-27a-5p,hsa-miR-27a-3p	4988	5499	5541	5653	1682	6677	3025	6140	5651	6073	3703	5315	3836	7028	4366	2026	3140	5274	4556	4861	2286	3721	5824	7070	2891	4691	4437	4315
120	0	repeat gene|repeat::SINE;gene::ZFPM2	11	22	24	31	0	0	0	33	23	109	5	24	3	100	0	0	0	0	4	0	0	3	0	0	0	0	0	4
121	0	repeat|repeat::LINE	185	152	288	167	39	139	113	202	269	184	106	186	133	560	53	42	13	49	114	63	32	143	62	59	46	71	89	105
122	0	gene|gene::C5orf66	0	14	4	47	0	3	3	12	3	118	0	52	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	0	gene miRNA|gene::C9orf3,MIR27B,C9orf3;miRNA::hsa-miR-27b-5p,hsa-miR-27b-3p	270145	349502	415540	265312	106262	295556	162093	523245	391079	443915	213678	259019	178083	697684	330843	221585	157020	291689	651444	370320	172086	656892	285217	340435	205712	397682	460708	621122
124	0	|	32	59	49	44	20	29	15	93	30	82	37	28	8	119	39	12	13	17	40	33	13	144	25	42	14	42	24	58
125	0	gene miRNA|gene::MIR222;miRNA::hsa-miR-222-5p,hsa-miR-222-3p	16657	18838	17181	14752	14759	37701	21940	8314	25830	17366	11449	47000	19228	4177	30350	25578	11631	36433	24441	4063	14503	8134	29966	70980	14492	19271	36322	13245
126	0	gene miRNA|gene::MIR181D;miRNA::hsa-miR-181d-5p	5090	3654	3854	3950	2022	4721	2625	2849	6092	6070	2822	5314	3928	1582	7420	6575	3277	6826	5064	2153	2899	1702	7230	7851	3353	6196	8381	4404
127	0	gene|gene::TMEM244	750	1191	1878	1203	420	685	394	6458	1348	1764	2884	953	579	2163	1060	554	345	558	2643	1022	514	9409	787	5387	714	1010	1336	2115
128	0	gene miRNA|gene::MIR181B2,MIR181A2HG,NR6A1,NR6A1,NR6A1;miRNA::hsa-miR-181b-5p;gene::MIR181A1HG,MIR181B1;miRNA::hsa-miR-181b-5p,hsa-miR-181b-3p	77319	101379	128318	72364	41737	64979	30687	182538	127200	148811	67169	75904	49362	196934	77445	49235	29868	58074	239305	92036	38131	178218	83874	101904	61770	106751	135054	208822
129	0	ncrna gene|ncrna::U94;gene::SNORD94,PTCD3	169	185	151	157	16	160	203	164	374	241	183	203	162	79	401	1060	427	418	460	302	541	501	504	678	628	715	1051	382
130	0	tRNA repeat|tRNA::tRNA-Asp-GTC-2-3;repeat::tRNA;tRNA::tRNA-Asp-GTC-2-9;repeat::tRNA;tRNA::tRNA-Asp-GTC-2-4;repeat::tRNA;tRNA::tRNA-Asp-GTC-2-5;repeat::tRNA;tRNA::tRNA-Asp-GTC-2-11;repeat::tRNA;gene::LINC00324;tRNA::tRNA-Asp-GTC-2-8;repeat::tRNA;gene::LTA4H,LTA4H;tRNA::tRNA-Asp-GTC-2-6;repeat::tRNA;gene::LTA4H,LTA4H;tRNA::tRNA-Asp-GTC-2-7;repeat::tRNA;gene::LTA4H,LTA4H;tRNA::tRNA-Asp-GTC-2-1;repeat::tRNA;gene::LTA4H,LTA4H;tRNA::tRNA-Asp-GTC-2-10;repeat::tRNA;gene::LTA4H,LTA4H;tRNA::tRNA-Asp-GTC-2-2;repeat::tRNA;gene::LTA4H,LTA4H	4737	6332	8247	4858	141	2633	3053	2959	3249	6992	3637	2684	2123	2006	14195	27251	20648	9054	10879	11359	20143	14891	11525	15775	24537	29734	14747	16956
131	0	tRNA repeat gene|tRNA::tRNA-Asp-GTC-1-1;repeat::tRNA;gene::LOC643770	466	657	965	632	11	227	364	344	287	776	436	180	242	315	921	3244	1952	921	1117	1504	2372	1971	987	1041	2013	2733	766	1699
132	0	repeat|tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-2;repeat::tRNA;tRNA::tRNA-Met-CAT-3-1;repeat::tRNA;tRNA::tRNA-Met-CAT-3-1;repeat::tRNA;tRNA::tRNA-Met-CAT-3-1;repeat::tRNA	52	52	60	52	16	6	25	38	152	71	62	24	46	22	3658	8086	6392	1829	804	816	967	1779	4696	6380	14406	16989	13655	3975
133	0	tRNA repeat|tRNA::tRNA-Met-CAT-2-1;repeat::tRNA;tRNA::tRNA-Met-CAT-4-3;repeat::tRNA;tRNA::tRNA-Met-CAT-4-1;repeat::tRNA;tRNA::tRNA-Met-CAT-4-2;repeat::tRNA	0	5	0	8	0	0	0	0	8	26	0	0	0	0	617	607	359	80	80	33	125	47	307	1077	1280	1872	1089	299
134	0	ncrna gene|ncrna::HBII-85-15;gene::SNORD116-15	110	94	56	52	7	54	129	38	97	105	57	46	33	11	319	299	130	318	198	109	149	132	206	485	188	213	308	167
135	0	ncrna gene|ncrna::HBII-85-16;gene::SNORD116-16;ncrna::HBII-85-17;gene::SNORD116-17,SNORD116-19;ncrna::HBII-85-18;gene::SNORD116-18;ncrna::HBII-85-19;gene::SNORD116-19,SNORD116-17;ncrna::HBII-85-21;gene::SNORD116-21;ncrna::HBII-85-22;gene::SNORD116-22	1637	1299	899	1052	665	1182	3145	675	1525	1613	911	978	807	265	2758	2848	1368	2194	1773	991	2276	967	2214	3477	2261	2242	3503	1460
136	0	ncrna gene|ncrna::HBII-85-3;gene::SNORD116-9,SNORD116-3;ncrna::HBII-85-8;gene::SNORD116-8;ncrna::HBII-85-9;gene::SNORD116-9,SNORD116-3	1711	1570	1137	1025	524	2011	3533	939	1887	1383	856	1725	1289	401	2335	2247	1048	2226	2035	1016	2113	1208	2662	4196	1716	1621	3055	1496
137	0	ncrna gene|ncrna::HBII-85-24;gene::SNORD116-24	178	212	147	161	67	301	509	132	186	186	137	220	141	71	532	416	188	452	490	241	288	227	448	637	332	347	449	237
138	0	ncrna gene|ncrna::HBII-85-5;gene::SNORD116-7,SNORD116-5;ncrna::HBII-85-7;gene::SNORD116-7,SNORD116-5	63	51	22	21	3	52	92	14	48	122	9	36	39	14	105	93	49	589	92	18	81	79	210	245	89	387	170	71
139	0	ncrna gene|ncrna::HBII-85-1;gene::SNORD116-1	13	0	12	3	0	10	15	6	6	12	4	16	10	3	186	147	82	210	157	54	77	93	148	298	111	172	262	126
140	0	ncrna gene|ncrna::HBII-85-29;gene::SNORD116-29	242	202	167	223	291	385	667	125	349	275	155	266	213	54	441	404	214	331	224	118	337	144	412	512	349	382	554	179
141	0	ncrna gene|ncrna::HBII-85-27;gene::SNORD116-27	32	38	33	39	8	49	125	23	75	75	39	41	26	14	102	96	114	235	131	40	70	93	200	275	82	165	224	75
142	0	ncrna gene|ncrna::HBII-85-14;gene::SNORD116-14	13	20	14	14	8	33	59	4	16	16	0	6	9	6	89	54	23	105	57	27	30	31	59	138	36	54	78	39
143	0	ncrna gene|ncrna::HBII-85-6;gene::SNORD116-6,SNORD116-2;ncrna::HBII-85-2;gene::SNORD116-2	68	52	48	36	23	110	150	47	105	72	43	93	51	0	260	164	79	322	205	53	132	98	256	462	139	179	339	147
144	0	ncrna gene|ncrna::HBII-85-23;gene::SNORD116-23	228	167	204	202	56	446	649	162	257	229	231	311	204	111	369	319	226	396	325	179	271	188	434	539	344	298	543	188
145	0	ncrna gene|ncrna::HBII-85-25;gene::SNORD116-25	10	26	15	30	48	48	198	17	23	42	39	34	23	19	26	37	41	35	30	28	73	27	48	46	45	55	48	25
146	0	ncrna gene|ncrna::HBII-85-26;gene::SNORD116-26	148	128	24	86	71	86	232	65	170	154	63	111	83	18	195	210	117	176	136	55	226	66	224	314	156	238	329	107
147	0	gene miRNA|gene::MIR454,SKA2,SKA2;miRNA::hsa-miR-454-5p,hsa-miR-454-3p	858	802	963	854	603	822	503	1243	1216	965	701	1111	957	1017	1764	1143	648	1548	1833	1420	685	1373	1684	1759	1024	1541	1997	2168
148	0	ncrna gene|ncrna::ACA26;gene::SCARNA4,KIAA0907	24	12	15	6	0	7	4	5	31	30	16	5	7	0	22	36	16	18	16	13	45	17	30	33	49	52	70	35
149	0	repeat gene|repeat::LINE;gene::RNF180	13	14	26	170	9	18	14	12	31	250	22	408	40	95	3	0	0	8	0	0	0	0	5	5	0	4	5	3
150	0	gene miRNA|gene::MIR143,CARMN,CARMN;miRNA::hsa-miR-143-5p,hsa-miR-143-3p	157629	175546	195671	232650	117354	252921	172054	129749	222159	267307	166990	446873	242044	109693	375044	209876	253791	452920	239695	205651	131250	138542	382801	538941	189380	262275	305491	195531
151	0	gene|gene::PDE11A,PDE11A,PDE11A,PDE11A	83	105	93	1800	42	125	72	81	167	2140	108	198	140	48	19	17	21	40	8	18	5	5	23	36	7	15	37	9
152	0	gene|gene::CAMKMT	39	37	36	1463	28	55	26	25	54	1628	25	98	56	26	39	12	28	39	22	21	6	11	24	47	19	21	39	13
153	0	repeat|repeat::SINE	17	61	111	174	5	68	6	19	0	169	54	102	6	92	0	0	0	0	0	0	0	0	0	5	0	0	0	0
154	0	tRNA repeat|tRNA::tRNA-Gly-GCC-1-4;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-3;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-1;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-5;repeat::tRNA;tRNA::tRNA-Gly-GCC-1-2;repeat::tRNA	361	639	317	562	655	258	615	182	455	702	356	216	211	193	117000	182474	75710	51856	57453	48011	211486	33805	61213	48066	108327	78779	52112	37696
155	0	repeat|repeat::tRNA,LINE	0	0	3	3	5	0	0	0	0	3	0	0	0	0	201	378	192	72	131	199	299	122	181	15	362	137	52	116
156	0	tRNA repeat gene|tRNA::tRNA-Gly-TCC-3-1;repeat::tRNA;gene::LINC00324	0	6	4	6	0	0	14	5	9	12	7	3	0	9	111	339	551	141	131	203	143	389	111	104	532	244	205	165
157	0	repeat|repeat::tRNA	6	0	3	9	4	3	0	3	3	5	27	0	3	5	119	145	90	47	55	92	172	106	114	7	188	102	39	43
158	0	tRNA repeat gene|tRNA::tRNA-Gly-CCC-3-1;repeat::tRNA;gene::ULK2,ULK2	0	0	0	15	0	0	0	0	0	12	4	0	0	0	149	263	157	85	111	194	255	173	163	21	240	123	43	88
159	0	|	404	429	462	335	34	112	427	232	277	409	200	95	98	183	55	452	232	140	119	186	191	363	166	154	369	537	257	289
160	0	tRNA repeat gene|tRNA::tRNA-Glu-TTC-9-1;repeat::tRNA;gene::ABI2,ABI2,ABI2,ABI2	108	318	215	139	162	145	388	134	75	179	96	67	118	286	123815	357184	230188	138640	143327	335017	309379	223038	204464	19992	419988	132844	63040	120701
161	0	gene|gene::TRIM52-AS1	49	42	79	86	47	41	15	41	155	119	72	75	51	35	40	100	20	34	42	50	11	20	47	60	41	65	115	38
162	0	repeat gene|repeat::LTR;gene::MIPEP	202	178	392	267	153	211	112	308	445	291	200	291	211	239	181	256	102	108	212	322	69	162	242	233	156	159	299	147
163	0	repeat gene|repeat::tRNA;gene::PPA1	16	7	20	59	11	5	7	8	4	25	54	0	4	12	58	69	31	17	19	40	45	37	26	14	92	22	30	34
164	0	tRNA|tRNA::tRNA-Gly-CCC-2-1;tRNA::tRNA-Gly-CCC-2-2	1587	1702	1121	1404	403	694	1490	977	799	1462	991	331	641	1035	11218	29181	19558	8231	7720	14353	17843	22305	17753	13454	31088	37236	16307	18136
165	0	tRNA repeat|tRNA::tRNA-Gly-TCC-2-3;repeat::tRNA;tRNA::tRNA-Gly-TCC-2-4;repeat::tRNA;tRNA::tRNA-Gly-TCC-2-5;repeat::tRNA;tRNA::tRNA-Gly-TCC-2-6;repeat::tRNA;tRNA::tRNA-Gly-TCC-2-1;repeat::tRNA;gene::NBPF10,NBPF20,NBPF10;tRNA::tRNA-Gly-TCC-2-2;repeat::tRNA;gene::NBPF10,NBPF20,NBPF10	121	147	187	241	37	175	111	184	97	158	174	43	98	246	2001	3348	2683	1336	1870	2494	3176	2568	2014	1186	4266	1846	1030	1586
166	0	repeat gene|repeat::tRNA;gene::MFSD9	4	20	7	15	6	0	14	3	3	4	6	3	0	9	169	376	243	129	209	289	441	271	252	41	396	139	72	178
167	0	tRNA repeat|tRNA::tRNA-Gly-TCC-1-1;repeat::tRNA;tRNA::tRNA-Gly-TCC-1-1;repeat::SINE,tRNA;tRNA::tRNA-Gly-TCC-1-1;repeat::tRNA	59	83	55	89	14	31	83	82	42	66	74	32	48	23	2395	4907	2115	2718	3006	3516	5413	1819	2864	591	4149	1496	666	1855
168	0	repeat gene|repeat::tRNA;gene::ABCB10	0	0	0	4	0	0	0	0	0	0	3	0	0	0	410	860	531	250	269	627	638	352	368	54	1054	344	680	932
169	0	repeat|tRNA::tRNA-Gly-GCC-3-1;repeat::tRNA;gene::VAC14;tRNA::tRNA-Gly-GCC-2-4;repeat::tRNA;gene::VAC14;tRNA::tRNA-Gly-GCC-2-1;repeat::tRNA;gene::VAC14;tRNA::tRNA-Gly-GCC-5-1;repeat::tRNA;gene::VAC14;tRNA::tRNA-Gly-GCC-2-5;repeat::tRNA;gene::VAC14;tRNA::tRNA-Gly-GCC-2-6;repeat::tRNA;gene::VAC14;tRNA::tRNA-Gly-GCC-2-2;repeat::tRNA;gene::VAC14;tRNA::tRNA-Gly-GCC-2-2;repeat::tRNA,LINE;gene::VAC14;tRNA::tRNA-Gly-GCC-2-3;repeat::tRNA;gene::VAC14	16943	12965	13963	24837	8854	8372	10958	10149	7277	18226	28267	3339	9954	9301	1054737	2012033	1173940	716771	837483	1481164	1787755	1020249	1120522	238521	2290704	809249	410022	738226
170	0	repeat|repeat::LTR;repeat::LTR,LTR	275	308	541	390	263	189	211	369	679	503	403	379	272	236	211	501	198	130	261	464	110	207	364	381	310	330	500	257
171	0	gene miRNA|gene::MIR381,MIR381HG;miRNA::hsa-miR-381-5p,hsa-miR-381-3p	12448	11219	13117	12266	1208	18354	8666	6272	23532	29940	11179	27162	16274	5558	35126	26808	14934	25278	19216	6209	12114	5472	27393	34753	13932	30188	33539	11060
172	0	tRNA repeat|tRNA::tRNA-Lys-CTT-chr15-5;repeat::tRNA	9	26	24	12	5	3	11	4	14	10	0	10	3	0	10	26	4	12	9	26	10	16	29	30	13	25	27	14
173	0	repeat|repeat::tRNA	0	0	0	0	0	3	0	0	0	0	0	0	0	0	148	264	162	100	57	50	69	109	108	397	225	296	219	109
174	0	repeat gene|repeat::Simple_repeat;gene::LGMN,LGMN	10	4	37	19	0	14	0	6	6	10	9	20	12	24	10	0	0	3	13	3	3	5	28	5	5	8	0	0
175	0	tRNA repeat|tRNA::tRNA-Lys-TTT-2-1;repeat::LINE,tRNA;tRNA::tRNA-Lys-TTT-1-1;repeat::tRNA	120	208	33	61	0	3	37	20	101	351	69	5	25	12	290	994	538	422	90	137	338	94	231	537	605	960	532	238
176	0	repeat|tRNA::tRNA-Lys-TTT-3-4;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-5;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-5;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-1;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-1;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-1;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-1;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-3;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-2;repeat::tRNA;tRNA::tRNA-Lys-TTT-3-2;repeat::tRNA	15715	22226	15327	20014	2693	6845	15669	8840	8741	23071	15129	4611	8224	9109	25320	105925	73949	60564	31942	41209	72782	54592	49505	34295	80700	98681	50679	41969
177	0	repeat gene|repeat::rRNA,Simple_repeat,rRNA,Simple_repeat,rRNA,Simple_repeat,rRNA,Simple_repeat,rRNA;repeat::rRNA,Simple_repeat,Simple_repeat,rRNA,Simple_repeat,rRNA,rRNA,rRNA,Simple_repeat;gene::RNA45S5,LOC100507412	103879	176446	93586	85722	54704	123683	323543	74180	134210	133866	83848	102566	70573	57749	231853	248967	141246	202223	219541	119777	235013	164766	214039	324335	200988	259263	310193	177242
178	0	tRNA repeat|tRNA::tRNA-Lys-CTT-2-4;repeat::tRNA;tRNA::tRNA-Lys-CTT-2-1;repeat::tRNA;gene::NBPF10,NBPF20,NBPF10;tRNA::tRNA-Lys-CTT-2-3;repeat::tRNA;gene::NBPF10,NBPF20,NBPF10;tRNA::tRNA-Lys-CTT-2-2;repeat::tRNA;gene::NBPF10,NBPF20,NBPF10;tRNA::tRNA-Lys-CTT-2-5;repeat::tRNA;gene::NBPF10,NBPF20,NBPF10	9504	10980	6304	18975	1175	6940	7501	6957	10098	9482	6157	6351	13227	4434	137682	329915	241537	142535	94272	198356	209899	166827	161846	53572	271344	368885	117794	118856
179	0	repeat gene|repeat::LTR,LTR;gene::ZNF773,ZNF773,ZNF773	1411	1938	2352	1021	542	1558	1199	1007	2360	1734	1096	1590	1176	491	440	876	462	466	544	545	323	721	1008	1218	943	1043	1325	706
180	0	tRNA repeat|tRNA::tRNA-Lys-CTT-4-1;repeat::tRNA;tRNA::tRNA-Lys-CTT-1-2;repeat::tRNA;tRNA::tRNA-Lys-CTT-1-1;repeat::tRNA	13642	12146	9800	29184	3573	11423	10237	11974	10601	12020	7343	4360	10512	11465	225501	464502	267458	197723	154389	391922	352333	295517	231544	72942	266109	417487	127442	213869
181	0	repeat gene|repeat::Simple_repeat;gene::RELN,RELN	0	32	0	3	22	69	409	0	0	0	0	0	0	3	0	0	0	7	19	12	82	0	0	0	0	0	0	0
182	0	repeat|repeat::rRNA,tRNA	31648	62751	39083	37687	19329	57753	57493	31968	45311	64032	28564	84209	43157	21439	269968	529666	135713	562686	552542	218013	279907	286930	200780	640578	197428	403049	210803	270580
183	0	gene|gene::MTRNR2L8;gene::MTRNR2L8;gene::MTRNR2L9;gene::MTRNR2L9	395	572	375	352	16	582	859	302	685	670	356	973	629	72	4416	3502	1428	3835	2691	1108	1513	1306	3158	6027	2292	3538	3443	2120
184	0	ncrna gene|ncrna::Z17B;gene::SNORD4B,RPL23A	14	13	11	3	0	10	17	12	17	10	3	37	15	3	81	58	36	107	65	31	20	36	54	149	30	70	75	77
185	0	gene miRNA|gene::MIR767,GABRA3;miRNA::hsa-miR-767-5p,hsa-miR-767-3p	438	550	452	210	127	685	377	214	590	590	303	850	485	156	633	406	225	610	520	252	294	230	760	1134	258	450	615	294
186	0	gene miRNA|gene::MIR138-2;miRNA::hsa-miR-138-2-3p,hsa-miR-138-5p;gene::MIR138-1;miRNA::hsa-miR-138-5p,hsa-miR-138-1-3p	81241	72209	46911	44072	4529	59970	47263	35354	80417	62300	36223	59821	32121	12129	50305	49601	27035	57533	43551	13786	33292	13319	63160	122670	42539	58775	70110	30670
187	0	gene miRNA|gene::MEG3,MEG3,MEG3,MEG3,MEG3,MEG3,MEG3,MIR770,MEG3,MEG3,MEG3,MEG3,MEG3,MEG3,MEG3,MEG3,MEG3;miRNA::hsa-miR-770-5p	626	632	708	628	309	1049	516	319	1535	726	490	1192	703	187	822	655	351	953	432	124	376	169	935	1710	376	668	1439	324
188	0	gene miRNA|gene::MIR301B;miRNA::hsa-miR-301b	458	438	394	294	76	455	284	279	413	392	212	650	308	364	687	564	364	660	698	380	306	437	608	1098	360	708	740	558
189	0	gene miRNA|gene::MIR2467,HDAC4;miRNA::hsa-miR-2467-5p	242	220	172	206	99	318	175	186	298	325	239	455	289	189	342	307	161	396	375	188	165	212	493	671	219	248	377	253
190	0	|	5	10	3	0	0	10	21	3	0	14	0	9	11	5	38	7	8	15	10	34	13	0	36	29	0	11	7	8
191	0	gene miRNA|gene::MIR1179;miRNA::hsa-miR-1179	173	146	81	62	38	142	80	55	176	163	58	276	128	51	400	283	174	330	155	35	95	52	242	385	101	222	299	89
192	0	gene miRNA|gene::MIR15B,SMC4,SMC4,SMC4;miRNA::hsa-miR-15b-5p,hsa-miR-15b-3p	588	795	838	724	162	498	443	920	999	861	621	732	480	672	833	812	509	903	1025	625	378	1015	858	1177	720	929	1222	1193
193	0	|	31	30	9	17	0	35	18	21	30	45	14	62	28	7	31	26	26	53	30	0	65	25	63	115	16	55	58	36
194	0	gene miRNA|gene::MIR542;miRNA::hsa-miR-542-5p,hsa-miR-542-3p	134	142	72	107	54	102	83	112	84	171	82	191	122	110	333	140	74	200	128	49	53	165	210	208	99	180	116	163
195	0	repeat miRNA gene|repeat::SINE;miRNA::hsa-miR-330-3p,hsa-miR-330-5p;gene::MIR330,EML2,EML2,EML2,EML2	3153	3080	3492	2356	1149	3486	2273	4590	4436	3344	2001	4148	2916	5744	4093	2173	1588	3779	6000	3521	1852	4857	4362	5173	2130	3580	4969	5685
196	0	ncrna gene|ncrna::ACA31;gene::SNORA31,TPT1,TPT1,TPT1	0	286	7	45	252	216	847	47	0	3	3	0	6	91	52	37	59	52	86	699	652	210	13	11	12	22	18	102
197	0	|	20	30	0	9	0	37	16	18	10	23	16	46	31	4	70	6	15	52	56	23	29	8	43	72	19	44	28	18
